"بيانات المنتج","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"No.","النوع ","أسم المنتج","تصنيف المنتج","صورة المنتج","وصف صورة المنتج","نوع المنتج","سعر المنتج","الكمية المتوفرة","الوصف","هل يتطلب شحن؟","رمز المنتج sku","سعر التكلفة","السعر المخفض","تاريخ بداية التخفيض","تاريخ نهاية التخفيض","اقصي كمية لكل عميل","إخفاء خيار تحديد الكمية","اضافة صورة عند الطلب","الوزن","وحدة الوزن","حالة المنتج","الماركة","العنوان الترويجي","تثبيت المنتج","الباركود","السعرات الحرارية","MPN","GTIN","خاضع للضريبة ؟","سبب عدم الخضوع للضريبة","[1] الاسم","[1] النوع","[1] القيمة","[1] الصورة / اللون","[2] الاسم","[2] النوع","[2] القيمة","[2] الصورة / اللون","[3] الاسم","[3] النوع","[3] القيمة","[3] الصورة / اللون","[4] الاسم","[4] النوع","[4] القيمة","[4] الصورة / اللون"
"702647922","منتج","سماعات أذن صغيرة لاسلكية","قسم السماعات","https://ae01.alicdn.com/kf/S33a1aa3df8684441b97548252a5a52a31.jpg,https://cdn.salla.sa/dPllnK/b9c31a19-44bf-44de-9d5a-152ca57f4570-1000x1000-djWLOLGs9gC8BSRbBMcPItC17h4dhbo9G8eQrji3.jpg,https://cdn.salla.sa/dPllnK/47e6feb0-a950-4ff7-9e35-f7c7671379f6-1000x1000-v3ZstbIsvfvbjJXdJVGGFaYIWmtLm2F2vHqUJB68.jpg,https://cdn.salla.sa/dPllnK/bb6d76cf-33f1-4ea5-959f-95c83aaa4961-1000x1000-HQHP17RzI9VJxu7vO7oLAdwYYJGyFRJB3ct5DEuf.jpg,https://cdn.salla.sa/dPllnK/814f0bee-fbf7-4df7-aff4-07ccc89b8131-1000x1000-KL9SDz0kG7FxEj4xI2ZMjxAid07aqKGtdhwZ65EO.jpg,https://cdn.salla.sa/dPllnK/ecc9a162-b257-4f0f-b1ad-b5c475436c7c-1000x1000-YzepzEvB3h12lvxxUiIwcvQi4vZByYOkR09gEDAR.jpg","","منتج جاهز","231.67","183","<p><strong>سماعات SK Mini اللاسلكية – تصميم صغير، أداء كبير!</strong></p><p></p><p>راحة مثالية للنوم والاستخدام اليومي، وجودة صوت تبهر!</p><p></p><p><strong>المواصفات التقنية:</strong></p><p></p><p>إصدار البلوتوث: 5.3 للاتصال الأسرع والأكثر استقرارًا ⚡</p><p></p><p>الأنظمة المدعومة: أندرويد &amp; آيفون 📱</p><p></p><p>مدى الاتصال اللاسلكي: حتى 10 أمتار</p><p></p><p>ملامح البلوتوث: HFP / HSP / A2DP / AVRCP</p><p></p><p>مقاومة الماء والغبار: IPX7 – مناسبة للرياضة والأجواء المختلفة 💧</p><p></p><p>تقليل الضوضاء: لعزل صوتي يمنحك تجربة نقية تمامًا 🔇</p><p></p><p>الصوت: جهير قوي مع نقاء عالي للتفاصيل 🎧</p><p></p><p>البطارية:</p><p></p><p>سماعة الأذن: 30mAh</p><p></p><p>حافظة الشحن: 300mAh</p><p></p><p></p><p>مدة تشغيل السماعات: حتى 4 ساعات تشغيل متواصل</p><p></p><p>وقت الشحن: حوالي ساعة فقط للسماعات ⚡</p><p></p><p>وقت الانتظار: يصل إلى 480 ساعة</p><p></p><p>شحن الجهد: 5V تيار مستمر</p><p></p><p>تنبيه انخفاض البطارية: عن طريق صوت تنبيهي 🔔</p><p></p><p>شاشة عرض رقمية: توضح نسبة الشحن بدقة 🔋</p><p></p><p></p><p><strong>المميزات:</strong></p><p></p><p>حجم صغير يريح الأذن خاصة أثناء النوم</p><p></p><p>تصميم أنيق وحديث سهل الحمل</p><p></p><p>مثالية للمكالمات، الموسيقى، والرياضة اليومية</p><p></p><p></p><p><strong>المحتويات:</strong></p><p></p><p>زوج من السماعات</p><p>حافظة شحن</p><p>كابل شحن</p><p>دليل الاستخدام</p><p></p><p><img src=https://ae01.alicdn.com/kf/Sb861d2eb31784d1cb07615782298007ck.png><img src=https://ae01.alicdn.com/kf/S8b67d6981613475b984c4925a38af24es.png><img src=https://ae01.alicdn.com/kf/Se66c071d02b7417bbfa3a2dff2833187i.jpg><img src=https://ae01.alicdn.com/kf/Sb2842e001a464de9ae159bf0b17cb93b2.jpg><img src=https://ae01.alicdn.com/kf/S6df1162bbc9e4c2f8f71ab7cd88444bf6.jpg><img src=https://ae01.alicdn.com/kf/S3635d433986e4088a4450b072b500738P.jpg><img src=https://ae01.alicdn.com/kf/S20a4aa2031c348d8a4875e7a6038eadeG.jpg><img src=https://ae01.alicdn.com/kf/S0fb4099a008949f5a53ba117a19fbbc5k.jpg><img src=https://ae01.alicdn.com/kf/Sbd238d81d51740c099dcae27d4b3799eA.jpg><img src=https://ae01.alicdn.com/kf/S9e976ad3e9ce495ebc937843e4495031J.jpg><img src=https://ae01.alicdn.com/kf/Sd8f770eec0c74bf0924839982d1279709.jpg></p><p><strong>الأسئلة الشائعة:</strong></p><p>س: ماذا أفعل إذا لم تتصل سماعات الأذن بجهازي ؟</p><p>أ: يرجى حذف سجل الاتصال وإعادة توصيله بالهاتف المحمول.</p><p><br></p><p>س: ماذا أفعل إذا كان أحد سماعات الأذن لا صوت له في حين أن الآخر طبيعي ؟</p><p>أ: يرجى وضع سماعات الأذن مرة أخرى إلى علبة الشحن ، ثم فتح الحقيبة وإعادة توصيلها إلى الهاتف المحمول. إذا كان لا يعمل ، يرجى إعادة تعيين سماعات الأذن ومحاولة مرة أخرى.</p><p><br></p><p>س: لماذا الاتصال غير مستقر وقطع بشكل متقطع ؟</p><p>ج: 1. يرجى التأكد من عدم وجود أشياء بين سماعات الأذن وجهاز البلوتوث الخاص بك ، والتأكد من</p><p>لا يوجد راديو أو واي فاي التدخل في مكان قريب.</p><p>2.&nbsp;إعادة ضبط سماعات الأذن الخاصة بك.</p>","نعم","ADAE1005005732675731","51.67","","","",""," ","لا","0.089","kg","متاح","","","لا","","","","","نعم","","اللون","صورة","","","","","","","","","","","","","",""
"53627510","خيار","سماعات أذن صغيرة لاسلكية","","","","","231.67","154","","","12000034149975814","51.67","","","","","","","","","","","","","","","","","","","","","أسود","https://ae01.alicdn.com/kf/S784fdd1a71a347a89ade47b84250c3bef.jpg","","","","","","","","","","","",""
"1562339703","خيار","سماعات أذن صغيرة لاسلكية","","","","","237.40","27","","","12000034149975815","57.40","","","","","","","","","","","","","","","","","","","","","الكاكي","https://ae01.alicdn.com/kf/Sa651b21b1cb749aaa1cbeb827ffc87a5j.jpg","","","","","","","","","","","",""
"1131492794","منتج","قطعة HDMI للبلايستيشن مغناطسي","قسم الإلكترونيات","https://cdn.salla.sa/dPllnK/1b9a172b-6e6b-4fc3-804a-1bbe2613fd38-1000x1000-fKf4xESSRI05plClr7DWuAusjwQkhlSe6VNAAAMx.jpg,https://cdn.salla.sa/dPllnK/a68759db-873a-436e-b3a8-9fbe9a4a813d-1000x1000-0gleFv4jLv1bMbwhLNguGxrKlyM5LfkeJ5v8MeCv.jpg,https://cdn.salla.sa/dPllnK/1bdebd7a-f587-4365-b789-d4d3f23c6f96-1000x1000-8AT3F7V2jT9Scal6uyQw2lO17rhRkbGY0SNVNC6d.jpg,https://cdn.salla.sa/dPllnK/b5d845af-9ae9-4690-965e-915550ac70c7-1000x1000-kZNY2xG9Klc9Yiz1Ol89d6D74SdaS0EdMluGN9jx.jpg","","منتج جاهز","229.99","2978","<p><strong>محول HDMI 2.1 مغناطيسي بزاوية 90 درجة (شكل U) — دقة خرافية وتجربة ذكية!</strong></p><p><br></p><p>منتج عملي ومثالي لهواة التقنية والألعاب</p><p><br></p><p><strong>الوصف العام:</strong></p><p>حوّل تجربتك الرقمية مع هذا المحوّل الذكي المصمم بعناية ليوفر لك أفضل أداء وجودة عرض، مع تصميم مغناطيسي وذكي بزاوية 90 درجة لتسهيل الاستخدام في المساحات الضيقة وحماية الكابلات من التلف.</p><p><br></p><p><strong>المواصفات التقنية:</strong></p><p>الدقة المدعومة:</p><p>8K@60Hz</p><p>4K@120Hz</p><p>2K@240Hz</p><p>دعم كامل لدقة 1080p</p><p>تقنيات متقدمة: يدعم ARC، eARC، HDCP، HEC، HDR، Dolby Audio، والفيديو ثلاثي الأبعاد</p><p>تصميم الزاوية: 90 درجة (شكل حرف U) - مثالي للمساحات المحدودة ويحمي الكابل من الانحناء</p><p>الإرسال: دعم ثنائي الاتجاه، مع مؤشر إضاءة، و19 دبوسًا مغناطيسيًا قويًا يثبت بإحكام</p><p><br></p><p><strong>الجودة:</strong></p><p>موصلات مطلية بالذهب لمقاومة التآكل ونقل إشارات مثالي</p><p>غلاف ABS عالي الجودة مقاوم للتداخل (EMI)، يدوم لأكثر من 10,000 توصيلة</p><p>تصميم مضاد للانزلاق لثبات أفضل أثناء الاستخدام</p><p><br></p><p><strong>التوافق:</strong></p><p>يدعم إشارات HDMI من مجموعة واسعة من الأجهزة، منها:</p><p>TV Box، TV Stick</p><p>PS5، PS4، Xbox One، Xbox 360</p><p>Blue-Ray Player</p><p>الكمبيوتر الشخصي والمحمول</p><p>شاشة التلفزيون، جهاز العرض، والمزيد</p><p><br></p><p><strong>المميزات:</strong></p><p>تصميم احترافي وعملي لحماية المنافذ والكابلات</p><p>أداء قوي يدعم أحدث تقنيات الصوت والصورة</p><p>استخدام سهل وسريع بفضل القوة المغناطيسية</p><p><br></p><p>مثالي للمساحات الضيقة والتوصيلات التي تتطلب مرونة</p><p>منتج صغير بتقنيات كبيرة!</p><p><br></p><p>لا تفوّت الفرصة واطلبه الآن — الكمية محدودة!</p><p>وصّل، ثبت، وانطلق نحو تجربة عرض لا تُنسى!</p><p><em>الابتكار في متناول يدك!</em></p><p><img src=https://ae01.alicdn.com/kf/S162387dd81234b28b0e84c47d41cac9az.jpg><img src=https://ae01.alicdn.com/kf/S80d955b82deb49e787070449944533e7Q.jpg><img src=https://ae01.alicdn.com/kf/S71dd992e472c490abaca224e6ad9cf700.jpg><img src=https://ae01.alicdn.com/kf/S59589b9a7fd54a5c9efbcc3304b4be26F.jpg><img src=https://ae01.alicdn.com/kf/Sce92010fd6144bb1ab4e3336d99fb504e.jpg><img src=https://ae01.alicdn.com/kf/Sb05543b678cd46dbb03cd17a3106f2c23.jpg><img src=https://ae01.alicdn.com/kf/Sfa14c7c7ff084d618b71c7a1e64368e8n.jpg><img src=https://ae01.alicdn.com/kf/S92ee876e0cb54020a77449930ab802a94.jpg><img src=https://ae01.alicdn.com/kf/S2e7207fadd88454d8e57c3e94f3c81bdu.jpg><img src=https://ae01.alicdn.com/kf/Se88049dbc8f549cbaf2ef2a2b8ddd7b5u.jpg></p>","نعم","ADAE1005008493570688","60.60","","","",""," ","لا","0.021","kg","متاح","","","لا","","","","","نعم","","النوع","صورة","","","","","","","","","","","","","",""
"2035339519","خيار","قطعة HDMI للبلايستيشن مغناطسي","","","","","229.99","492","","","12000045392923663","60.60","","","","","","","","","","","","","","","","","","","","","H8K-01","https://ae01.alicdn.com/kf/S3b455be90b5f4deca4f334b7e1f9438cR.jpg","","","","","","","","","","","",""
"1262354424","خيار","قطعة HDMI للبلايستيشن مغناطسي","","","","","211.72","497","","","12000045392923668","42.33","","","","","","","","","","","","","","","","","","","","","فقط القابس","https://ae01.alicdn.com/kf/Scc69bab84fc646468f05f3a587a94df9m.jpg","","","","","","","","","","","",""
"622468857","خيار","قطعة HDMI للبلايستيشن مغناطسي","","","","","229.88","496","","","12000045392923667","60.49","","","","","","","","","","","","","","","","","","","","","H8K-06","https://ae01.alicdn.com/kf/Sc8199a3ca2e24410954139147cbf1d85U.jpg","","","","","","","","","","","",""
"1994866170","خيار","قطعة HDMI للبلايستيشن مغناطسي","","","","","229.99","498","","","12000045392923666","60.60","","","","","","","","","","","","","","","","","","","","","H8K-05","https://ae01.alicdn.com/kf/S2ccfadd72a5f46e790ef41d0598c7c0bt.jpg","","","","","","","","","","","",""
"1087134971","خيار","قطعة HDMI للبلايستيشن مغناطسي","","","","","230.05","497","","","12000045392923665","60.66","","","","","","","","","","","","","","","","","","","","","H8K-04","https://ae01.alicdn.com/kf/S09b4ad21af7a46fa901731e4f4b3b92b2.jpg","","","","","","","","","","","",""
"313097156","خيار","قطعة HDMI للبلايستيشن مغناطسي","","","","","230.05","498","","","12000045392923664","60.66","","","","","","","","","","","","","","","","","","","","","H8K-03","https://ae01.alicdn.com/kf/Sf2085b206c764a14a1c6077af9982ab5K.jpg","","","","","","","","","","","",""
